LOCATION,SUBJECT,MEASURE,TIME,Value
AUS,BEEF,KG_CAP,1990,4.10764E-06
AUS,BEEF,KG_CAP,1991,27.80840108
AUS,BEEF,KG_CAP,1992,26.27816552
AUS,BEEF,KG_CAP,1993,26.24447845
AUS,BEEF,KG_CAP,1994,25.54124443
AUS,BEEF,KG_CAP,1995,25.40755506
AUS,BEEF,KG_CAP,1996,27.32871138
AUS,BEEF,KG_CAP,1997,28.87369842
AUS,BEEF,KG_CAP,1998,26.65334856
AUS,BEEF,KG_CAP,1999,27.98166484
AUS,BEEF,KG_CAP,2000,26.41187439
AUS,BEEF,KG_CAP,2001,24.51133092
AUS,BEEF,KG_CAP,2002,25.16673568
AUS,BEEF,KG_CAP,2003,25.86188253
AUS,BEEF,KG_CAP,2004,28.61969874
AUS,BEEF,KG_CAP,2005,27.1085763
AUS,BEEF,KG_CAP,2006,26.96786371
AUS,BEEF,KG_CAP,2007,24.13130913
AUS,BEEF,KG_CAP,2008,23.33147702
AUS,BEEF,KG_CAP,2009,23.46654196
AUS,BEEF,KG_CAP,2010,25.34944159
AUS,BEEF,KG_CAP,2011,23.34758044
AUS,BEEF,KG_CAP,2012,22.51522378
AUS,BEEF,KG_CAP,2013,23.85105759
AUS,BEEF,KG_CAP,2014,22.70425687
AUS,BEEF,KG_CAP,2015,20.63357981
AUS,BEEF,KG_CAP,2016,19.45553589
AUS,BEEF,KG_CAP,2017,18.71506036
AUS,BEEF,KG_CAP,2018,18.91067149
AUS,BEEF,KG_CAP,2019,18.30612036
AUS,BEEF,KG_CAP,2020,16.74247155
AUS,BEEF,KG_CAP,2021,16.63895845
AUS,BEEF,KG_CAP,2022,17.95693524
AUS,BEEF,KG_CAP,2023,18.48740179
AUS,BEEF,KG_CAP,2024,18.31648038
AUS,BEEF,KG_CAP,2025,18.14172411
AUS,BEEF,KG_CAP,2026,17.98033551
AUS,BEEF,KG_CAP,2027,17.84533826
AUS,BEEF,KG_CAP,2028,17.48794852
AUS,PIG,KG_CAP,1990,4.57708E-06
AUS,PIG,KG_CAP,1991,14.45115368
AUS,PIG,KG_CAP,1992,15.18323182
AUS,PIG,KG_CAP,1993,15.01018109
AUS,PIG,KG_CAP,1994,15.57262815
AUS,PIG,KG_CAP,1995,15.57996847
AUS,PIG,KG_CAP,1996,14.41258718
AUS,PIG,KG_CAP,1997,14.79336377
AUS,PIG,KG_CAP,1998,15.19300914
AUS,PIG,KG_CAP,1999,15.13219703
AUS,PIG,KG_CAP,2000,15.13978424
AUS,PIG,KG_CAP,2001,15.23928127
AUS,PIG,KG_CAP,2002,15.99514144
AUS,PIG,KG_CAP,2003,17.44840871
AUS,PIG,KG_CAP,2004,17.73547814
AUS,PIG,KG_CAP,2005,18.65274294
AUS,PIG,KG_CAP,2006,17.98747957
AUS,PIG,KG_CAP,2007,19.70758785
AUS,PIG,KG_CAP,2008,19.30724322
AUS,PIG,KG_CAP,2009,19.89825423
AUS,PIG,KG_CAP,2010,20.19620606
AUS,PIG,KG_CAP,2011,19.67478863
AUS,PIG,KG_CAP,2012,20.6098701
AUS,PIG,KG_CAP,2013,20.09045734
AUS,PIG,KG_CAP,2014,20.11288057
AUS,PIG,KG_CAP,2015,22.02276688
AUS,PIG,KG_CAP,2016,21.48865302
AUS,PIG,KG_CAP,2017,22.00962432
AUS,PIG,KG_CAP,2018,21.90644365
AUS,PIG,KG_CAP,2019,22.2856266
AUS,PIG,KG_CAP,2020,22.64012516
AUS,PIG,KG_CAP,2021,22.6273852
AUS,PIG,KG_CAP,2022,22.59518659
AUS,PIG,KG_CAP,2023,22.60728041
AUS,PIG,KG_CAP,2024,22.67188243
AUS,PIG,KG_CAP,2025,22.75360085
AUS,PIG,KG_CAP,2026,22.85934394
AUS,PIG,KG_CAP,2027,22.93205909
AUS,PIG,KG_CAP,2028,23.03467709
AUS,POULTRY,KG_CAP,1990,21.94668516
AUS,POULTRY,KG_CAP,1991,22.24322821
AUS,POULTRY,KG_CAP,1992,22.32871021
AUS,POULTRY,KG_CAP,1993,23.69323057
AUS,POULTRY,KG_CAP,1994,24.35777485
AUS,POULTRY,KG_CAP,1995,24.10515553
AUS,POULTRY,KG_CAP,1996,24.50408204
AUS,POULTRY,KG_CAP,1997,25.6785321
AUS,POULTRY,KG_CAP,1998,27.52698049
AUS,POULTRY,KG_CAP,1999,27.88947703
AUS,POULTRY,KG_CAP,2000,29.56572004
AUS,POULTRY,KG_CAP,2001,29.1132324
AUS,POULTRY,KG_CAP,2002,32.37030948
AUS,POULTRY,KG_CAP,2003,31.2912987
AUS,POULTRY,KG_CAP,2004,32.69717274
AUS,POULTRY,KG_CAP,2005,33.99067138
AUS,POULTRY,KG_CAP,2006,35.10564502
AUS,POULTRY,KG_CAP,2007,34.71896013
AUS,POULTRY,KG_CAP,2008,33.24475421
AUS,POULTRY,KG_CAP,2009,33.59665901
AUS,POULTRY,KG_CAP,2010,37.70348012
AUS,POULTRY,KG_CAP,2011,39.60170365
AUS,POULTRY,KG_CAP,2012,40.46373721
AUS,POULTRY,KG_CAP,2013,40.3420558
AUS,POULTRY,KG_CAP,2014,41.0586163
AUS,POULTRY,KG_CAP,2015,42.26944951
AUS,POULTRY,KG_CAP,2016,44.78121739
AUS,POULTRY,KG_CAP,2017,43.56512521
AUS,POULTRY,KG_CAP,2018,44.1278737
AUS,POULTRY,KG_CAP,2019,44.76740417
AUS,POULTRY,KG_CAP,2020,44.22314899
AUS,POULTRY,KG_CAP,2021,44.39856845
AUS,POULTRY,KG_CAP,2022,44.50854129
AUS,POULTRY,KG_CAP,2023,44.51137033
AUS,POULTRY,KG_CAP,2024,44.57522725
AUS,POULTRY,KG_CAP,2025,44.62577516
AUS,POULTRY,KG_CAP,2026,44.65737118
AUS,POULTRY,KG_CAP,2027,44.70940088
AUS,POULTRY,KG_CAP,2028,44.78093911
AUS,SHEEP,KG_CAP,1990,18.92314126
AUS,SHEEP,KG_CAP,1991,19.3225514
AUS,SHEEP,KG_CAP,1992,17.87504447
AUS,SHEEP,KG_CAP,1993,17.40675869
AUS,SHEEP,KG_CAP,1994,18.41739132
AUS,SHEEP,KG_CAP,1995,15.04532717
AUS,SHEEP,KG_CAP,1996,14.72864374
AUS,SHEEP,KG_CAP,1997,14.99696432
AUS,SHEEP,KG_CAP,1998,15.41169619
AUS,SHEEP,KG_CAP,1999,15.18876819
AUS,SHEEP,KG_CAP,2000,16.3041118
AUS,SHEEP,KG_CAP,2001,14.91999083
AUS,SHEEP,KG_CAP,2002,13.72690417
AUS,SHEEP,KG_CAP,2003,12.10797225
AUS,SHEEP,KG_CAP,2004,11.94309473
AUS,SHEEP,KG_CAP,2005,11.9563375
AUS,SHEEP,KG_CAP,2006,12.34182176
AUS,SHEEP,KG_CAP,2007,12.56842478
AUS,SHEEP,KG_CAP,2008,10.98665684
AUS,SHEEP,KG_CAP,2009,10.33917904
AUS,SHEEP,KG_CAP,2010,8.98722076
AUS,SHEEP,KG_CAP,2011,8.066857271
AUS,SHEEP,KG_CAP,2012,8.754316271
AUS,SHEEP,KG_CAP,2013,8.76198894
AUS,SHEEP,KG_CAP,2014,8.158509639
AUS,SHEEP,KG_CAP,2015,9.397973105
AUS,SHEEP,KG_CAP,2016,8.55472675
AUS,SHEEP,KG_CAP,2017,7.774058354
AUS,SHEEP,KG_CAP,2018,7.282346571
AUS,SHEEP,KG_CAP,2019,7.209027674
AUS,SHEEP,KG_CAP,2020,7.222944901
AUS,SHEEP,KG_CAP,2021,7.316516518
AUS,SHEEP,KG_CAP,2022,7.2516503
AUS,SHEEP,KG_CAP,2023,7.200391434
AUS,SHEEP,KG_CAP,2024,7.151413448
AUS,SHEEP,KG_CAP,2025,7.144508232
AUS,SHEEP,KG_CAP,2026,7.132193094
AUS,SHEEP,KG_CAP,2027,7.123519202
AUS,SHEEP,KG_CAP,2028,7.146533133
CAN,BEEF,KG_CAP,1990,24.86491268
CAN,BEEF,KG_CAP,1991,24.32025859
CAN,BEEF,KG_CAP,1992,23.69598282
CAN,BEEF,KG_CAP,1993,22.67521854
CAN,BEEF,KG_CAP,1994,23.09363083
CAN,BEEF,KG_CAP,1995,23.17703301
CAN,BEEF,KG_CAP,1996,22.9203985
CAN,BEEF,KG_CAP,1997,22.98216308
CAN,BEEF,KG_CAP,1998,23.25823293
CAN,BEEF,KG_CAP,1999,23.68157933
CAN,BEEF,KG_CAP,2000,23.29835889
CAN,BEEF,KG_CAP,2001,22.39478072
CAN,BEEF,KG_CAP,2002,22.31287464
CAN,BEEF,KG_CAP,2003,23.55089284
CAN,BEEF,KG_CAP,2004,22.61556353
CAN,BEEF,KG_CAP,2005,21.90997368
CAN,BEEF,KG_CAP,2006,21.63915763
CAN,BEEF,KG_CAP,2007,22.08571722
CAN,BEEF,KG_CAP,2008,21.43037746
CAN,BEEF,KG_CAP,2009,20.40741399
CAN,BEEF,KG_CAP,2010,20.29259876
CAN,BEEF,KG_CAP,2011,19.80426637
CAN,BEEF,KG_CAP,2012,20.02461182
CAN,BEEF,KG_CAP,2013,19.83560492
CAN,BEEF,KG_CAP,2014,19.20930473
CAN,BEEF,KG_CAP,2015,17.67071522
CAN,BEEF,KG_CAP,2016,18.05317483
CAN,BEEF,KG_CAP,2017,18.07333242
CAN,BEEF,KG_CAP,2018,17.96615371
CAN,BEEF,KG_CAP,2019,17.64542362
CAN,BEEF,KG_CAP,2020,17.36959208
CAN,BEEF,KG_CAP,2021,17.25896006
CAN,BEEF,KG_CAP,2022,17.02768638
CAN,BEEF,KG_CAP,2023,16.92126333
CAN,BEEF,KG_CAP,2024,16.88423137
CAN,BEEF,KG_CAP,2025,16.80720667
CAN,BEEF,KG_CAP,2026,16.74082816
CAN,BEEF,KG_CAP,2027,16.67241403
CAN,BEEF,KG_CAP,2028,16.6729043
CAN,PIG,KG_CAP,1990,20.48407659
CAN,PIG,KG_CAP,1991,20.25350394
CAN,PIG,KG_CAP,1992,22.21642835
CAN,PIG,KG_CAP,1993,21.62542459
CAN,PIG,KG_CAP,1994,22.24036577
CAN,PIG,KG_CAP,1995,21.76984687
CAN,PIG,KG_CAP,1996,20.36422625
CAN,PIG,KG_CAP,1997,19.92729455
CAN,PIG,KG_CAP,1998,22.47818563
CAN,PIG,KG_CAP,1999,23.55153839
CAN,PIG,KG_CAP,2000,22.46886838
CAN,PIG,KG_CAP,2001,22.69894025
CAN,PIG,KG_CAP,2002,21.85188415
CAN,PIG,KG_CAP,2003,19.72370635
CAN,PIG,KG_CAP,2004,20.91746957
CAN,PIG,KG_CAP,2005,18.07819498
CAN,PIG,KG_CAP,2006,18.38030082
CAN,PIG,KG_CAP,2007,19.64149163
CAN,PIG,KG_CAP,2008,18.66349151
CAN,PIG,KG_CAP,2009,18.45777086
CAN,PIG,KG_CAP,2010,17.2696746
CAN,PIG,KG_CAP,2011,16.7411503
CAN,PIG,KG_CAP,2012,17.44530974
CAN,PIG,KG_CAP,2013,16.34494319
CAN,PIG,KG_CAP,2014,16.11993548
CAN,PIG,KG_CAP,2015,18.03248972
CAN,PIG,KG_CAP,2016,16.24773041
CAN,PIG,KG_CAP,2017,16.00562708
CAN,PIG,KG_CAP,2018,16.04469992
CAN,PIG,KG_CAP,2019,15.74060441
CAN,PIG,KG_CAP,2020,15.87586957
CAN,PIG,KG_CAP,2021,15.79062125
CAN,PIG,KG_CAP,2022,15.69814945
CAN,PIG,KG_CAP,2023,15.69005121
CAN,PIG,KG_CAP,2024,15.66056552
CAN,PIG,KG_CAP,2025,15.61429176
CAN,PIG,KG_CAP,2026,15.58016373
CAN,PIG,KG_CAP,2027,15.55947666
CAN,PIG,KG_CAP,2028,15.47139868
CAN,POULTRY,KG_CAP,1990,24.28646792
CAN,POULTRY,KG_CAP,1991,24.25902484
CAN,POULTRY,KG_CAP,1992,24.28560858
CAN,POULTRY,KG_CAP,1993,24.89480379
CAN,POULTRY,KG_CAP,1994,26.49310898
CAN,POULTRY,KG_CAP,1995,26.17543959
CAN,POULTRY,KG_CAP,1996,25.98287408
CAN,POULTRY,KG_CAP,1997,26.47195979
CAN,POULTRY,KG_CAP,1998,27.06574221
CAN,POULTRY,KG_CAP,1999,28.25404879
CAN,POULTRY,KG_CAP,2000,29.56431137
CAN,POULTRY,KG_CAP,2001,30.74797148
CAN,POULTRY,KG_CAP,2002,31.07017832
CAN,POULTRY,KG_CAP,2003,31.19810506
CAN,POULTRY,KG_CAP,2004,31.4236565
CAN,POULTRY,KG_CAP,2005,31.5672994
CAN,POULTRY,KG_CAP,2006,31.82242128
CAN,POULTRY,KG_CAP,2007,31.924171
CAN,POULTRY,KG_CAP,2008,32.01752117
CAN,POULTRY,KG_CAP,2009,31.63796551
CAN,POULTRY,KG_CAP,2010,31.32161247
CAN,POULTRY,KG_CAP,2011,30.3277189
CAN,POULTRY,KG_CAP,2012,30.0834158
CAN,POULTRY,KG_CAP,2013,30.38836576
CAN,POULTRY,KG_CAP,2014,31.21471463
CAN,POULTRY,KG_CAP,2015,32.62672552
CAN,POULTRY,KG_CAP,2016,33.27341392
CAN,POULTRY,KG_CAP,2017,33.55406895
CAN,POULTRY,KG_CAP,2018,33.78864853
CAN,POULTRY,KG_CAP,2019,33.87108271
CAN,POULTRY,KG_CAP,2020,33.71705531
CAN,POULTRY,KG_CAP,2021,34.01787643
CAN,POULTRY,KG_CAP,2022,34.00175426
CAN,POULTRY,KG_CAP,2023,34.31431846
CAN,POULTRY,KG_CAP,2024,34.42768063
CAN,POULTRY,KG_CAP,2025,34.53942246
CAN,POULTRY,KG_CAP,2026,34.52407228
CAN,POULTRY,KG_CAP,2027,34.65538225
CAN,POULTRY,KG_CAP,2028,34.751946
CAN,SHEEP,KG_CAP,1990,0.729611146
CAN,SHEEP,KG_CAP,1991,0.763444065
CAN,SHEEP,KG_CAP,1992,0.740354738
CAN,SHEEP,KG_CAP,1993,0.751539838
CAN,SHEEP,KG_CAP,1994,0.722467862
CAN,SHEEP,KG_CAP,1995,0.712582202
CAN,SHEEP,KG_CAP,1996,0.663371833
CAN,SHEEP,KG_CAP,1997,0.651252059
CAN,SHEEP,KG_CAP,1998,0.729299167
CAN,SHEEP,KG_CAP,1999,0.753036558
CAN,SHEEP,KG_CAP,2000,0.828874159
CAN,SHEEP,KG_CAP,2001,0.910218596
CAN,SHEEP,KG_CAP,2002,0.90947891
CAN,SHEEP,KG_CAP,2003,0.951570526
CAN,SHEEP,KG_CAP,2004,0.972840537
CAN,SHEEP,KG_CAP,2005,0.98199045
CAN,SHEEP,KG_CAP,2006,1.065313936
CAN,SHEEP,KG_CAP,2007,1.069756534
CAN,SHEEP,KG_CAP,2008,1.023456087
CAN,SHEEP,KG_CAP,2009,1.012046731
CAN,SHEEP,KG_CAP,2010,0.952407276
CAN,SHEEP,KG_CAP,2011,0.930740317
CAN,SHEEP,KG_CAP,2012,0.846953894
CAN,SHEEP,KG_CAP,2013,0.877868485
CAN,SHEEP,KG_CAP,2014,0.922149665
CAN,SHEEP,KG_CAP,2015,0.915993173
CAN,SHEEP,KG_CAP,2016,0.930445126
CAN,SHEEP,KG_CAP,2017,0.968804478
CAN,SHEEP,KG_CAP,2018,0.950541936
CAN,SHEEP,KG_CAP,2019,0.889937081
CAN,SHEEP,KG_CAP,2020,0.929245536
CAN,SHEEP,KG_CAP,2021,0.921766578
CAN,SHEEP,KG_CAP,2022,0.924686662
CAN,SHEEP,KG_CAP,2023,0.92204082
CAN,SHEEP,KG_CAP,2024,0.916519665
CAN,SHEEP,KG_CAP,2025,0.915175914
CAN,SHEEP,KG_CAP,2026,0.912338022
CAN,SHEEP,KG_CAP,2027,0.911058456
CAN,SHEEP,KG_CAP,2028,0.908057693
JPN,BEEF,KG_CAP,1990,5.999810498
JPN,BEEF,KG_CAP,1991,6.400344757
JPN,BEEF,KG_CAP,1992,6.64958158
JPN,BEEF,KG_CAP,1993,7.285124944
JPN,BEEF,KG_CAP,1994,8.002596143
JPN,BEEF,KG_CAP,1995,8.407724249
JPN,BEEF,KG_CAP,1996,7.965391561
JPN,BEEF,KG_CAP,1997,8.071943711
JPN,BEEF,KG_CAP,1998,8.185813405
JPN,BEEF,KG_CAP,1999,8.173006303
JPN,BEEF,KG_CAP,2000,8.617503087
JPN,BEEF,KG_CAP,2001,7.029356216
JPN,BEEF,KG_CAP,2002,7.127829206
JPN,BEEF,KG_CAP,2003,6.979397724
JPN,BEEF,KG_CAP,2004,6.961678381
JPN,BEEF,KG_CAP,2005,6.23389012
JPN,BEEF,KG_CAP,2006,6.187077364
JPN,BEEF,KG_CAP,2007,6.379489271
JPN,BEEF,KG_CAP,2008,6.384995149
JPN,BEEF,KG_CAP,2009,6.491157789
JPN,BEEF,KG_CAP,2010,6.706219442
JPN,BEEF,KG_CAP,2011,6.721865982
JPN,BEEF,KG_CAP,2012,6.730751448
JPN,BEEF,KG_CAP,2013,6.726993431
JPN,BEEF,KG_CAP,2014,6.689168633
JPN,BEEF,KG_CAP,2015,6.48735333
JPN,BEEF,KG_CAP,2016,6.407991379
JPN,BEEF,KG_CAP,2017,7.264415935
JPN,BEEF,KG_CAP,2018,7.436115117
JPN,BEEF,KG_CAP,2019,7.439556988
JPN,BEEF,KG_CAP,2020,7.476899481
JPN,BEEF,KG_CAP,2021,7.50302647
JPN,BEEF,KG_CAP,2022,7.524834635
JPN,BEEF,KG_CAP,2023,7.561977899
JPN,BEEF,KG_CAP,2024,7.596316289
JPN,BEEF,KG_CAP,2025,7.627872808
JPN,BEEF,KG_CAP,2026,7.665834154
JPN,BEEF,KG_CAP,2027,7.704346699
JPN,BEEF,KG_CAP,2028,7.742256725
JPN,PIG,KG_CAP,1990,12.97841084
JPN,PIG,KG_CAP,1991,13.00217222
JPN,PIG,KG_CAP,1992,13.00514598
JPN,PIG,KG_CAP,1993,12.89962743
JPN,PIG,KG_CAP,1994,12.97507054
JPN,PIG,KG_CAP,1995,13.02831782
JPN,PIG,KG_CAP,1996,13.67640516
JPN,PIG,KG_CAP,1997,12.69204476
JPN,PIG,KG_CAP,1998,12.58482121
JPN,PIG,KG_CAP,1999,12.86336789
JPN,PIG,KG_CAP,2000,13.33200613
JPN,PIG,KG_CAP,2001,13.65789367
JPN,PIG,KG_CAP,2002,14.33392083
JPN,PIG,KG_CAP,2003,14.11166951
JPN,PIG,KG_CAP,2004,15.05108945
JPN,PIG,KG_CAP,2005,14.95002746
JPN,PIG,KG_CAP,2006,13.99414249
JPN,PIG,KG_CAP,2007,14.26016699
JPN,PIG,KG_CAP,2008,14.50713194
JPN,PIG,KG_CAP,2009,14.15768094
JPN,PIG,KG_CAP,2010,14.34714633
JPN,PIG,KG_CAP,2011,14.59694379
JPN,PIG,KG_CAP,2012,14.51495548
JPN,PIG,KG_CAP,2013,14.48952063
JPN,PIG,KG_CAP,2014,14.67873301
JPN,PIG,KG_CAP,2015,14.96105376
JPN,PIG,KG_CAP,2016,15.37877039
JPN,PIG,KG_CAP,2017,15.8335458
JPN,PIG,KG_CAP,2018,16.16883105
JPN,PIG,KG_CAP,2019,16.15232765
JPN,PIG,KG_CAP,2020,16.32619436
JPN,PIG,KG_CAP,2021,16.35996741
JPN,PIG,KG_CAP,2022,16.41585384
JPN,PIG,KG_CAP,2023,16.49398511
JPN,PIG,KG_CAP,2024,16.56708648
JPN,PIG,KG_CAP,2025,16.64990986
JPN,PIG,KG_CAP,2026,16.73947687
JPN,PIG,KG_CAP,2027,16.82904902
JPN,PIG,KG_CAP,2028,16.92111907
JPN,POULTRY,KG_CAP,1990,12.61107925
JPN,POULTRY,KG_CAP,1991,11.83952802
JPN,POULTRY,KG_CAP,1992,12.19382488
JPN,POULTRY,KG_CAP,1993,11.95227682
JPN,POULTRY,KG_CAP,1994,12.47544924
JPN,POULTRY,KG_CAP,1995,12.56395199
JPN,POULTRY,KG_CAP,1996,12.97179636
JPN,POULTRY,KG_CAP,1997,12.62561031
JPN,POULTRY,KG_CAP,1998,11.95546595
JPN,POULTRY,KG_CAP,1999,12.00754691
JPN,POULTRY,KG_CAP,2000,12.83932422
JPN,POULTRY,KG_CAP,2001,13.21299711
JPN,POULTRY,KG_CAP,2002,12.81545575
JPN,POULTRY,KG_CAP,2003,12.67255566
JPN,POULTRY,KG_CAP,2004,12.39169145
JPN,POULTRY,KG_CAP,2005,13.15058559
JPN,POULTRY,KG_CAP,2006,13.37489406
JPN,POULTRY,KG_CAP,2007,13.48899344
JPN,POULTRY,KG_CAP,2008,13.32761818
JPN,POULTRY,KG_CAP,2009,13.68097843
JPN,POULTRY,KG_CAP,2010,14.27701398
JPN,POULTRY,KG_CAP,2011,14.21112282
JPN,POULTRY,KG_CAP,2012,15.11870713
JPN,POULTRY,KG_CAP,2013,15.04141039
JPN,POULTRY,KG_CAP,2014,15.28553818
JPN,POULTRY,KG_CAP,2015,15.80163588
JPN,POULTRY,KG_CAP,2016,16.24867515
JPN,POULTRY,KG_CAP,2017,17.00298419
JPN,POULTRY,KG_CAP,2018,16.92051225
JPN,POULTRY,KG_CAP,2019,16.99627653
JPN,POULTRY,KG_CAP,2020,17.05843501
JPN,POULTRY,KG_CAP,2021,17.16043274
JPN,POULTRY,KG_CAP,2022,17.26767564
JPN,POULTRY,KG_CAP,2023,17.36620126
JPN,POULTRY,KG_CAP,2024,17.47129127
JPN,POULTRY,KG_CAP,2025,17.58273774
JPN,POULTRY,KG_CAP,2026,17.69439547
JPN,POULTRY,KG_CAP,2027,17.81095085
JPN,POULTRY,KG_CAP,2028,17.93310178
JPN,SHEEP,KG_CAP,1990,0.742924718
JPN,SHEEP,KG_CAP,1991,0.758946027
JPN,SHEEP,KG_CAP,1992,0.797088491
JPN,SHEEP,KG_CAP,1993,0.671836394
JPN,SHEEP,KG_CAP,1994,0.56289752
JPN,SHEEP,KG_CAP,1995,0.576289768
JPN,SHEEP,KG_CAP,1996,0.497273498
JPN,SHEEP,KG_CAP,1997,0.437980591
JPN,SHEEP,KG_CAP,1998,0.419624288
JPN,SHEEP,KG_CAP,1999,0.35224711
JPN,SHEEP,KG_CAP,2000,0.319752451
JPN,SHEEP,KG_CAP,2001,0.306738259
JPN,SHEEP,KG_CAP,2002,0.293580295
JPN,SHEEP,KG_CAP,2003,0.251973482
JPN,SHEEP,KG_CAP,2004,0.318880975
JPN,SHEEP,KG_CAP,2005,0.363833786
JPN,SHEEP,KG_CAP,2006,0.366504638
JPN,SHEEP,KG_CAP,2007,0.264263816
JPN,SHEEP,KG_CAP,2008,0.267319737
JPN,SHEEP,KG_CAP,2009,0.269955588
JPN,SHEEP,KG_CAP,2010,0.21645494
JPN,SHEEP,KG_CAP,2011,0.218176732
JPN,SHEEP,KG_CAP,2012,0.188131598
JPN,SHEEP,KG_CAP,2013,0.124601077
JPN,SHEEP,KG_CAP,2014,0.14000379
JPN,SHEEP,KG_CAP,2015,0.127247452
JPN,SHEEP,KG_CAP,2016,0.13809514
JPN,SHEEP,KG_CAP,2017,0.153187683
JPN,SHEEP,KG_CAP,2018,0.162635424
JPN,SHEEP,KG_CAP,2019,0.161048065
JPN,SHEEP,KG_CAP,2020,0.161571404
JPN,SHEEP,KG_CAP,2021,0.161438052
JPN,SHEEP,KG_CAP,2022,0.161508581
JPN,SHEEP,KG_CAP,2023,0.161446752
JPN,SHEEP,KG_CAP,2024,0.161356211
JPN,SHEEP,KG_CAP,2025,0.161362158
JPN,SHEEP,KG_CAP,2026,0.16136131
JPN,SHEEP,KG_CAP,2027,0.161424067
JPN,SHEEP,KG_CAP,2028,0.161472354
KOR,BEEF,KG_CAP,1990,1.63082E-06
KOR,BEEF,KG_CAP,1991,5.083842684
KOR,BEEF,KG_CAP,1992,5.666858513
KOR,BEEF,KG_CAP,1993,5.292288659
KOR,BEEF,KG_CAP,1994,5.648220553
KOR,BEEF,KG_CAP,1995,6.481635969
KOR,BEEF,KG_CAP,1996,6.712539765
KOR,BEEF,KG_CAP,1997,7.586673804
KOR,BEEF,KG_CAP,1998,6.807463243
KOR,BEEF,KG_CAP,1999,8.082899898
KOR,BEEF,KG_CAP,2000,8.508174356
KOR,BEEF,KG_CAP,2001,7.380011716
KOR,BEEF,KG_CAP,2002,8.394843727
KOR,BEEF,KG_CAP,2003,8.097031487
KOR,BEEF,KG_CAP,2004,6.519128005
KOR,BEEF,KG_CAP,2005,6.036087479
KOR,BEEF,KG_CAP,2006,6.708004497
KOR,BEEF,KG_CAP,2007,7.126879528
KOR,BEEF,KG_CAP,2008,7.278303121
KOR,BEEF,KG_CAP,2009,7.500959425
KOR,BEEF,KG_CAP,2010,8.0686089
KOR,BEEF,KG_CAP,2011,8.918546281
KOR,BEEF,KG_CAP,2012,9.0478273
KOR,BEEF,KG_CAP,2013,9.46048357
KOR,BEEF,KG_CAP,2014,10.00949435
KOR,BEEF,KG_CAP,2015,10.14669341
KOR,BEEF,KG_CAP,2016,10.17503142
KOR,BEEF,KG_CAP,2017,10.58431677
KOR,BEEF,KG_CAP,2018,10.90406002
KOR,BEEF,KG_CAP,2019,11.03478361
KOR,BEEF,KG_CAP,2020,11.10884882
KOR,BEEF,KG_CAP,2021,11.20461937
KOR,BEEF,KG_CAP,2022,11.28357736
KOR,BEEF,KG_CAP,2023,11.38152265
KOR,BEEF,KG_CAP,2024,11.47576841
KOR,BEEF,KG_CAP,2025,11.55888772
KOR,BEEF,KG_CAP,2026,11.6534055
KOR,BEEF,KG_CAP,2027,11.75029224
KOR,BEEF,KG_CAP,2028,11.84439174
KOR,PIG,KG_CAP,1990,1.8172E-06
KOR,PIG,KG_CAP,1991,9.936805592
KOR,PIG,KG_CAP,1992,13.31245962
KOR,PIG,KG_CAP,1993,13.40849594
KOR,PIG,KG_CAP,1994,13.82729713
KOR,PIG,KG_CAP,1995,14.38233229
KOR,PIG,KG_CAP,1996,15.34818809
KOR,PIG,KG_CAP,1997,15.12383747
KOR,PIG,KG_CAP,1998,14.90388812
KOR,PIG,KG_CAP,1999,17.09313149
KOR,PIG,KG_CAP,2000,15.95373255
KOR,PIG,KG_CAP,2001,16.5614698
KOR,PIG,KG_CAP,2002,17.01112929
KOR,PIG,KG_CAP,2003,20.87389653
KOR,PIG,KG_CAP,2004,19.28139903
KOR,PIG,KG_CAP,2005,18.85293255
KOR,PIG,KG_CAP,2006,22.70817672
KOR,PIG,KG_CAP,2007,23.9419857
KOR,PIG,KG_CAP,2008,24.1611035
KOR,PIG,KG_CAP,2009,23.45699122
KOR,PIG,KG_CAP,2010,24.30500737
KOR,PIG,KG_CAP,2011,23.39757516
KOR,PIG,KG_CAP,2012,24.22574245
KOR,PIG,KG_CAP,2013,25.39929531
KOR,PIG,KG_CAP,2014,25.78161999
KOR,PIG,KG_CAP,2015,28.04656235
KOR,PIG,KG_CAP,2016,29.20723323
KOR,PIG,KG_CAP,2017,29.60170408
KOR,PIG,KG_CAP,2018,30.06154575
KOR,PIG,KG_CAP,2019,30.82063997
KOR,PIG,KG_CAP,2020,31.12382061
KOR,PIG,KG_CAP,2021,31.07493594
KOR,PIG,KG_CAP,2022,31.08638099
KOR,PIG,KG_CAP,2023,31.14780602
KOR,PIG,KG_CAP,2024,31.19257421
KOR,PIG,KG_CAP,2025,31.25272702
KOR,PIG,KG_CAP,2026,31.3232429
KOR,PIG,KG_CAP,2027,31.39003836
KOR,PIG,KG_CAP,2028,31.46287568
KOR,POULTRY,KG_CAP,1990,5.566231569
KOR,POULTRY,KG_CAP,1991,6.740594138
KOR,POULTRY,KG_CAP,1992,7.522015415
KOR,POULTRY,KG_CAP,1993,7.813486364
KOR,POULTRY,KG_CAP,1994,7.81138152
KOR,POULTRY,KG_CAP,1995,8.503374581
KOR,POULTRY,KG_CAP,1996,9.086526001
KOR,POULTRY,KG_CAP,1997,8.493333013
KOR,POULTRY,KG_CAP,1998,7.489452467
